id,premise,hypothesis,lang_abv,language,label
f7be00ce8a,you have to walk through it).,walking is the best way to get through it.,en,english,0
688b82801a,"secret service report, survey of ksm, july 30, 2003.",a survey of ksm was carried out in july 2003.,de,german,0
21efa70cc6,"the chain swung again, hitting her arm and sending the palm knife into the crowd.",the chain hit the woman's arm.,en,english,0
69a40bc1be,"yes, i remember that my grandparents with my grandfather always went on the road and collected beer cans",a group of people gathered and cleaned garbage from the streets.,ru,russian,1
336b2e71e5,don't you remember? today we're going to auntie basia's birthday party.',"we are going to aunt basia's birthday party today, remember?",en,english,0
7cf4a357e1,"again, let me congratulate you on your appointment unanimously for the membership of inner circle and urges you to accept this honor as soon as possible.",i regret informing you that nobody wanted you as a member of inner circle.,fr,french,2
52d6583967,"the book is a parody of bartlett's , serving up quotes from lincoln, jefferson, and roger rosenblatt with equal pomposity.",bill reilly's book has quotes from various presidents ranging from lincoln to jefferson.,en,english,1
2dce59da7d,many restaurants and bars have live music.,most restaurants and bars do not have a musical element.,en,english,2
169237748d,walk along the decks and talk with actors playing the role of sailors and immigrants.,sailors and splashing were one hundred percent real.,ru,russian,2
434f4f84a0,"good sir, jon began.",jon addressed the man.,en,english,0
400848fa1b,"the humane society not only provides effective social services to animals and people, but also a great help to the city of nashua.",the animal protection association does not protect animals at all.,zh,chinese,2
40c62b7080,his family had lost a son and a daughter now.,they died at a young age.,en,english,1
b5aa783da3,she had thrown away her cloak and tied her hair back into a topknot to keep it out of the way.,she shaved her head.,en,english,2
4e7d4f5f18,"for a review of the literature, see william g. gale and john sabelhaus, perspectives on the household saving rate, brookings papers on economic activity 1:1999, pp. 181-224.",no literature was used in this instance.,en,english,2
5f8260d5f5,improved products and services initiate actions and manage risks to develop new products and services within or outside the organization.,managed risks lead to new products,en,english,0
e5cb7b1a11,"for example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.",computers will not be able to function to a business' standards once the equipment is 7 years old.,en,english,1
98a5fab4c1,"in 1972, the miller brewing co. phillip morris, inc. corporations acquired the rights to the lite trademark by buying off the share of meister brau inc ..","phillip morris, inc.'s miller brewing co. bought meister brau inc. in 1972 and, therefore, began to own the brand of lite beer.",ru,russian,0
f57d5bb50f,"in this way, ymca expects to fulfill christian principles by putting them in practice through a program that promotes personal growth and creates spiritual, mental and physical health for all.",ymca has more than 100 plans that support christian principles.,sw,swahili,1
0e6c5200e7,decline in total expenditure income elasticity of demand from 0.36 to 0.25 over same period.,economists suggest that this change is minor and therefore not noteworthy.,en,english,1
6d3fdd4a9e,this step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere.,this analysis uses complex computer models to simulate transport and transformation of pollutants,en,english,0
d5ef65818a,"then consider the role of laws and contracts, their limitations that make the relevant processes of economic activities along specific activity corridors.",tax laws have one purpose.,zh,chinese,1
28c0e03a16,table a - total required mercury content with egus,mercury has stipends.,zh,chinese,0
e794080355,"kenneth star's time profile has been shown as conservative, so large, and as nadi.",kenneth star has been seen a liberal 'shy and passionate player,ur,urdu,2
5ce50827b0,this effort was made before september 11 and continues on a huge scale.,after 9/11 the attempt was completely abandoned by different tactics.,el,greek,2
cc6d72f7f8,so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home together,it was a good thing that they didn't go the child care route as they were able to be home with their child more often.,en,english,1
d363989484,analytical perspectives.,some perspectives might be subjective.,en,english,1
4dc5dadd31,what and who will they tax?,"they will tax many people, but whom?",en,english,1
0f3a7071ad,i like ethnic humor.,i hate racial jokes.,en,english,2
48f682dcac,"diamonds are graded from d to x, with only d, e, and f considered good, d being colorless or river white, j slightly tinted, q light yellow, and s to x yellow.","diamonds are rated alphabetically, the ones from d to f are considered the best.",en,english,0
f9bec05787,yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,they receive more tax benefits then anyone else.,en,english,1
e062bc429f,charles geveden has introduced legislation that will increase the access to justice supplement on court filing fees.,"fortunately, charles geveden was able to make the government increase the budget for court filing fees.",en,english,1
c3740ff86c,"oh, stuck to my mind because he paid eight hundred dollars to buy a parrot and that was puzzled",the parrot was beautiful in multiple colors.,ar,arabic,1
2f8856f3f7,yeah and how about how about like on the weekends do you do sports or do you go out,do you play sports on the weekend?,en,english,0
21a30a5730,"the movie doesn't come to much, though.",there was a lot to this movie.,en,english,2
0347be4167,"they were so sure of themselves that they took it for granted he had made a mistake.""",he made a mistake but concealed it so it wasn't obvious.,en,english,1
aa00a34727,okay i guess we're on,"from your tone of voice, i could only assume that you want to go through with this, right?",en,english,1
96561b19f0,there is no sign that atta or shehhi received any additional flight training in june.,there is evidence that atta and shehhi are working hard to become a better pilot in june.,tr,turkish,2
d14a84f7d1,"it recalls william randolph hearst's castle in caleornia, with its imaginative juxtaposition of ancient roman and chinese sculpture, fine venetian glass chandeliers, syvres porcelain, old flemish masters, and naughty french erotica.",william randolph hearst's castle housed a collection of sculptures and other fine arts.,en,english,0
3915e4f2a9,"if enough people buy this book, he will soon make his second edition, and he is expected to contain a few of the advice, not the above.",the book is a non -fictional book.,tr,turkish,1
f4cde9a0a7,we were talking . try to behave,"we are having an argument, come at me if you dare!",en,english,2
7776ed5602,"experiencing cost growth, manufacturing problems with test aircraft, and testing delays.",testing is an integral part of making planes safe.,en,english,1
b04b3f17b1,"when dot confiscated his assets, we moved to a smaller, smaller neighborhood in concord, where animals did not allow animals because they were zoned and thereby ending the story of animals.",we sell all the animals when moving to concord.,vi,vietnamese,1
a24a251de7,but she's not like her photo one bit.,she doesn't look like the girl in the picture at all.,en,english,0
579697045b,postal service is more sensitive than other management management in the cream separation.,the delivery of garbage letters is an important part of postal income.,th,thai,1
4f0cee7739,"performing more than 6,500 students from k-12, for professional conferences of the state, for pan-am media and for the united states",there will be only three thousand students from k-12.,vi,vietnamese,2
9d2c135613,"st. barts, of course, is completely undefended.",st. barts is a military powerhouse.,en,english,2
18b8a38f20,"the group consisting of 30 to 50 adult men in each chapter is called moradas, and the ordinary members separated by this group are called brothers and officers who obey orders of the disciples of hemanos, and are called brothers of light of hemanos druz.",more than one hundred officials participated in each chapter.,zh,chinese,2
383f752e95,three more days went by in dreary inaction.,the next three days were packed with action.,en,english,2
6deefb2b54,"after the reopening of airspace, nine flights chartered with 160 people, mainly saudi nationals, left the united states between september 14 and 24.",more than 100 saudi nationals have left the united states.,fr,french,0
52cfbd05ab,"the ramseys buried their daughter in atlanta, then vacationed in sea island, ga. this absence, some speculate, gave the ramseys time to work out a story to explain their innocence.",it's speculated hat the ramseys ate their daughter.,en,english,2
0e864a3d6b,"erm, you have to call ramona at concord. warning first. she is at the office actually, she is with customers on the other side of the city. we are at monroe. she is at concord.",ramona lives in the chords for life.,th,thai,1
05a85218f7,pulse-tone is not a technical term.,speaking about techniques is not a good thing.,vi,vietnamese,0
44e024a354,"disney ceo eisner, who's actually underrated as a pop-culture maven he was responsible for happy days and welcome back, kotter , insists that abc's downturn is cyclical and that it will soon return to life.",disney's ceo didn't contribute anything to pop culture.,en,english,2
8e1cb30e9e,and uh oh i guess an hour into my somewhat sleep a guy woke me up and uh said you'd better get out of the the tent they're they're liable to come down several of the others had already come down blown down they hadn't blown away but they had flattened,a guy told me to get out because the tents were being flattened.,en,english,0
a0876ff215,"they returned to live in the galilee village of nazareth, making pilgrimages to jerusalem.",they would make pilgrimages to jerusalem.,en,english,0
89a22f6a01,"the advent of the bronze age about 3200 b.c. , and the spread of city-states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as troy in the west, and alacah??y??k near ankara.",we know the bronze age started around 3200 b.c. because royals were starting to be buried with bronze treasure.,en,english,0
f2f37322fd,i am not the first to notice that world history develops towards interdependence.,i am the first to note that the movement of world history approaches independence.,de,german,0
e92393740b,the pilgrims will buy the honey cake for this snake and put the cake at the entrance to the temple to make it eat.,"snakes will eat pilgrims, who only try to access the temple.",th,thai,2
9dc06ffa20,and clean up is is uh is a joy uh a little soap and water and air dry them and you don't have to worry about that,you let it air dry because it'll smudge any other way.,en,english,1
169008d42b,"of course, this content can be destructive for magazines such as slate.",the distribution of the content is like a reader magnet for newspapers like slate.,tr,turkish,2
d7c8a3ff49,"as discussed in section 1, personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services.",personal saving is how much disposable personal income is left over after personal spending and is typically about 5%.,en,english,1
186d5746bc,"the 1896 neolo-gothic calvinist church, which is characterized by so many panorama of the city, descend on the stop before batthyany ter to praise its colorful external beauty.",there is no panoramic view in the 1896 neo-gothic calvinist church.,hi,hindi,2
ddaa314f99,"this is also true in relation to the famous immigrants from indiana, such as whitkomb riley, eugene v. debs and madame xi jay.",eugene debs is born from indiana.,ru,russian,0
f9c5577223,"for example, service coordination is a popular remedy for limited funds.",limited funds can be overcome through service coordination.,en,english,0
b6b4c481e2,2. receiving water samples,the water samples should be received.,en,english,0
8a7ff14e68,no i i i don't i it completely beyond me i went to my under graduate uh education,i was thinking of other things so i can't recall.,en,english,1
9cf42a0b08,"today, the tour group for short -term and, as well as everywhere in bali, the standards and prices will increase steadily.",the tour group traveled to bali is a lot.,th,thai,0
a17d72467a,"on the west side of the square is old king's house built in 1762, which was the official residence of the british governor; it was here that the proclamation of emancipation was issued in 1838.",on the west end of the square is the old king's house which was built in 1762.,en,english,0
893cd33ffa,companies that were foreign had to accept indian financial participation and management.,foreign companies had to take indian money.,en,english,0
7595f33c72,oh really yeah so he he's uh he's probably going to be going to jail and and the problem with him is he's on a guaranteed salary like for three years so whether he plays or not they've got to pay him ten million dollars so if they,"he is so hardworking and has helped the team achieve so much, i don't see anything wrong with paying him a million dollar salary.",en,english,2
48d66820e3,hi mary have you gone visiting uh any new restaurants lately,"hello, mary, have you gone anywhere recently, such as restaurants?",en,english,0
5a88917e5f,"in the center of the resort, in protected waters of the inner lagoon, there is a program of swimming with dolphins.",you can swim with dolphins who do crazy things.,ru,russian,1
858013a88f,i am asserting my membership in the club of old geezers.,i am proclaiming that i am now a member of the club of old geezers.,en,english,0
51daa653e5,the year of 1820 was a pivotal one in the story of the king?­dom of hawaii.,the kingdom of hawaii has remained exactly the same since the 18th century.,en,english,2
b2bdabe5a4,"the analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from sonora, mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the united states.",the analysis stated that the rule might have a large impact on small entities in the us.,en,english,0
783544532a,well his knees were bothering him yeah,he was in tip-top condition.,en,english,2
035d61602b,"although, in this case the equipment did not have to be erected adjacent to an operating boiler, the erection included demolishing and erecting a complete boiler island and demolishing the existing electrostatic precipitator.",the demolishing of the precipitator was permanent.,en,english,1
2a1c0ceeb1,as of last week he charges $50 an hour minimum instead of $25 for the services of his yearling northern utah legal aid foundation.,his charges went up because his rent went up,en,english,1
d165aae1d2,"the idea of ​​exploring first -year students the realities of these two campuses in a mit bisen -hersh diary, ben trachtenberg of yale is very attractive - the problem arises in execution.",it is difficult for a new college to keep a diary.,el,greek,0
a6a01cd88b,"come on, let's have tea.",i wanted a cup of early gray.,en,english,1
f67a47bef6,"sultan abdul hamid ii 1876 1909 tried to apply absolute rule to an empire staggering under a crushing foreign debt, with a fragmented population of hostile people, and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated turks.",sultan abdul hamid ii was universally admired by educated young turks.,en,english,2
9842786aa7,tuppence seized the bell and jane the knocker.,tuppence and jane did not go up to the door.,en,english,2
987fb46240,"rightly or wrongly, america is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",america has not played a large roll in the globalization movement compared to other world powers.,en,english,2
b8a0d3931b,"oh, okay, that's, unless we are deployed abroad, speed, sharp, sharp and sharp.",aisa lag raha tha k ye hmaisha k liye hai.,ur,urdu,2
fd9fc09437,"gq editor art cooper reportedly received two $1-million loans, one for a manhattan apartment, the other for a connecticut farm.",art cooper lost his job as gq editor shortly after.,en,english,1
0c72281b68,"because of the casualties, lind says, the united states would eventually have had to leave vietnam anyway.",lind thought that enough soldiers would die that the us would have no choice but to leave.,en,english,0
dbcdf2cf90,what changed?,what was unique?,en,english,1
c2159d3038,it will not explode without the trigger.,there is no trigger to press.,bg,bulgarian,2
113dbdf247,the function of some of the interests used in the analysis of benefits can be obtained from short -term studies.,short -term studies are used in some parts of this analysis.,th,thai,0
d744cdacbe,"a confrontation, yeah!","by not annoying each other, of course.",fr,french,2
803413e2a5,"we shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the coroner.",the doctor could only help us through the coroner.,en,english,1
40d42f61d9,kentucky officials say there is a virtual epidemic of abusive relationships in the state.,kentucky has the highest rate of domestic abuse.,en,english,1
6f760cc3a3,other efforts in progress or planned include the,we already have something planned.,fr,french,0
e78cc6ef0e,"linguists showed that the first lingua france of the mediterranean lingua franca, as many linguists call it before the first crusade, which began in 1096 ad","in the first generally accepted language, they first spoke in france after the first crusade ended.",ru,russian,2
f40c668632,"clearly today's children spend too many hours in front of the tv, a circumstance that restricts the time available for activities with parents, playing, reading and other activities that are worth it.","television has not yet invented, so most children spend a lot of time reading.",es,spanish,2
060373e833,"the formal splendor of the grounds testify to the 18th-century desire to tame nature, but it is done with such superlative results that one can only be thankful that the work was undertaken.",the grounds were more beautiful than any other location.,en,english,1
e8b38c6175,"others are zao in tohoku and a number of resorts in joshin-etsu kogen national park in the japan alps, where there are now splendid facilities thanks to the 1998 winter olympic games in nagano.",there are a lot of resorts in the national park.,en,english,0
b23de4e867,okay movies i've i haven't seen too many lately i have kids and we went and saw the rescuers down under over the the break do do you have kids you take to movies or,i took my kids to see the movie the rescuers down under.,en,english,0
2209415694,"so, it looks well, look at this in such a company",i asked me to search for something.,ar,arabic,0
c3da921cd3,you will find the brehan museum dedicated to art deco and art nouveau in an old infantry barracks opposite the egyptian museum.,the museum is in front of the egyptian museum.,fr,french,1
87a545e938,"obviously, our discussion should be suspended before the publication of this ambitious book.","after the publication of this book, we will make an appointment and continue our discussion.",ru,russian,1
e3136785de,the tunnel of eupalinos can be explored but it's not for the claustrophobic.,"the tunnel of eupalinos is only one foot in diameter, barely large enough for a child to squeeze through.",en,english,2
d66435c096,this one ended up being surprisingly easy!,this question was very easy to answer.,en,english,0
f87bcd9471,"thus, recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone, both the base and alternative estimates may underestimate the benefits of implementation of the clear skies act.",base and alternative estimates perfectly understand the benefits of implementing the clear skies act.,en,english,2
8e3d119dfc,"under the default method, eighty percent of the total amount of sulfur dioxide allowances available for allocation each year will be allocated to acid rain program units with coal as their primary or secondary fuel or residual oil as their primary fuel, listed in the administrator's emissions scorecard 2000, appendix b 2000 data for so2, nox, co2, heat input, and other parameters, table b1 all 2000 data for all units.",80% of the sulfur dioxide allowance for each year is in the acid rain program.,en,english,0
d4f4768005,"under ferdinand and isabella, spain underwent a dramatic transformation.",spain embarked on a long period of stagnation under ferdinand and isabella.,en,english,2
f23eefed26,could the average data be a source of order in individuals?,there is a theory that statistical average is the source of order in organisms.,bg,bulgarian,1
cac91eb539,yeah well i i started uh studying mathematics basically because i was really good at that in high school,i started studying mathematics because i was really good at it.,en,english,0
6527c0d83c,5 the share of gross national saving used to replace depreciated capital has increased over the past 40 years.,gross national saving was highest this year.,en,english,1
5d08fc3b53,"the lower level, the director of the al qaeda unit in the cia at that time, recalled that he did not think it was his job to direct what should be done or not.",the director thought everything depended on him.,es,spanish,2
a77da2bd38,newsweek executes a diatribe regretting the hamptons ostentation.,newsweek posted a story about hamptons.,es,spanish,0
a8d9337bba,even now blood has no eyes for it.,"from september, blood has been very interested.",sw,swahili,2
e53fa8ad97,former bexal leader brendan gill declared that he seemed to have seen the undercurrent of the south texas movement.,brendan jill loves merging.,zh,chinese,0
7e7a0ef9b2,"the united states was not a major source of funding for al -qaeda, although some funds raised in the united states may have reached al -qaeda or related groups.",the us definitely does not give al -qaeda any money.,bg,bulgarian,2
185ec97064,their goals remain influential as india approaches the new millennium while it continues to modernize its industry and increase its agricultural output.,their goals have become ineffective as india modernizes.,en,english,2
f12054ef1f,"the jagged tops of montserrat grow from the plain without accents llobregat 62 kilometers 38 meters northwest of barcelona, ​​in the heart of catalonia.",montesserat is a mountainous land.,vi,vietnamese,0
2a46893156,"before the pre-war constitutional amendments, there were a number of clauses that made the states responsible for the wrongs committed against their own citizens.","since the end of the war, there has been no amendment to the constitution.",fr,french,2
2bc230c483,the liberation of these old european colonies created the basis for postwar independence movements proclaiming the japanese slogan asia for the asians.,old european colonies were liberated.,en,english,0
48b41f1bf0,"it was a scary weapon, but it weighed so much that it could only be transported 5 km 3 miles a day.",it was very heavy,bg,bulgarian,0
0a59b14d54,"when i was getting older, ah",i grew up in texas in the 90s.,ur,urdu,1
c7701cfaaf,that story remains to be told.,the story has not been told yet.,en,english,0
3511f97057,looking at the back of his eye he looked at the weak gray shape as he went up.,ana macho matatu.,sw,swahili,2
8a3159cfb3,so you can be charity in some way! he laughed quietly.,he was generous as he had provided other food to others.,bg,bulgarian,1
971f4bbc23,"a stable funding level not only supports gao's strong return on investment of $57 for every $1 spent, it creates the environment necessary to recruit, retain, compensate, train and motivate a strong and capable workforce.",gao has a roi of $57 per dollar that is spent.,en,english,0
0874a1a515,"the movement of the islamic fanatic group began in the year 1940, which was a consequence of the modern world. which is influenced by the very concept-lenin related to the revolutionary organization",the concept of followers marx-lenin was used as part of islamic activities,th,thai,0
84ca1421a1,made it yeah made it all the way through four years of college playing ball but,i played ball in college.,en,english,0
ac14bec5f4,"though the two cities remained unlinked by rail, this was about to change quickly.",the two cities had a railway between them that made travel easy.,en,english,2
f743f66a21,"un taalabon mese ek hai jo paridarshakon ke dvara ek kachhue ke sir se uchhalane kee aasha mein feke gaye sikkon se bhara hai, jo achchhe bhaagy ko praapt karne ki ummid mein kiya jata hai.",people throw coins in water.,hi,hindi,0
7fd11375d3,i want you to mark him.,he should be marked.,en,english,0
deeb6d89f2,"the first historical mention of agra is in 1501, when sultan sikandar lodi made it his capital.",agra still exists to this day as a capital.,en,english,1
0262971b15,fbi researchers commented that al -qaeda may have directed other radical muslims in the phoenix region to register for aviation education.,there was no evidence in the terrorism in phoenix that it was also among others.,tr,turkish,2
18a9c69163,and the trunk? big? mother asked again to keep up appearances.,"mother, trying to keep up appearances, asked if the trunk was big and shiny.",en,english,1
94cf789311,uh it's in georgia it's yeah it's right outside of macon and and it's just a i like the way that i like the way that idea of the south is,it's about a seven-hour drive to get there from here.,en,english,1
75a4bb5925,"on menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",menorca is home to several well-hidden prehistoric sites.,en,english,0
28fc07ed98,the u.s. census bureau used a 5-digit postal code to group the 1990 population and housing census data.,the u.s. census bureau has organized its data by postal code since the 1960s.,zh,chinese,1
8187f9da9d,justice kennedy does not care what law librarians across the country do with all the supreme court reporters from 1790 through 1998.,justice kennedy doesn't care if the supreme court reporters from 1790 to 1998 are thrown away.,en,english,0
0b63649674,i watched her hips shift in and out of the sides of her wrap.,the wrap fell down a bit.,en,english,1
3d2fb541f5,there was nothing but a desert; there was a sage bush outside on the roller field.,it was a tropical rainforest.,de,german,2
ef46d6f1f6,thorn held a sword different from any ca'daan had ever seen.,ca'daan had never seen someone hold a sword like thorn held it.,en,english,0
1015dec476,"you can get it caught on hanging, there is no doubt, he said to hate",he was a sheriff who captured the thief.,hi,hindi,1
3eaf81675c,"yes, you have a great summer.","yes, have a pleasant summer.",es,spanish,0
b54a83f317,i don't see how he expected me to do it.,i know he knew i couldn't finish this tonight.,sw,swahili,2
aec61fd449,"hindus then went on the rampage through sikh communities, resulting in a round of communal violence.",the hindus peacefully protested against the sikhs.,en,english,2
9bc80f9406,oh i enjoyed it i mean it was just more for my money,it was worth the money for the time.,en,english,1
fc004b28ed,"forty years ago, a student named betty groh tower entered the medical record management program and became our first graduate.",betty groh tower graduated forty years ago.,zh,chinese,0
38da65f6e0,"at least they're getting stoned first, i rationalized.","it's awful that they get stoned first, i argued.",en,english,2
250e1e3487,yeah that's the world league,that's the world league that you can join.,en,english,1
42bc978ade,'you burned down my house.','you set fire to my home and it burned down.',en,english,0
18d329af1c,"huntington--like buchanan--claims not to be a cultural he is defending the integrity of all cultures, theirs and ours.",they may be defending other cultures despite not wanting to.,en,english,1
7c167365a6,not only that but they don't pay the money either,they've paid out their life savings.,en,english,2
40bc85a4e3,8. jury nullification.,"on average, the jury nullifies 1 in every 50 cases.",en,english,1
26f6452d02,"land of lincoln helped tasha johnson of marion get social security benefits to support her four children after the 29-year-old woman was diagnosed with non-hodgkin's lymphoma, a type of cancer, she said.",she loves her children.,en,english,1
d4709c7130,"ask cook if she's missed any."" it occurred to me very forcibly at that moment that to harbour miss howard and alfred inglethorp under the same roof, and keep the peace between them, was likely to prove a herculean task, and i did not envy john.","to keep the peace between miss howard and alfred inglethorp would be difficult, in the aftermath of their divorce.",en,english,1
042626ee07,the last consequence of livingston's resignation is that it has allowed clinton to appear heroic.,livingston's resignation seemed to have made president clinton forgive.,vi,vietnamese,0
a4939001a4,the trick is to think less like the new sheriff in the city and more as one of the nannies that the children von traps have killed before maria.,i accept the approach of compliance with the law and order and i want you to respect my power as a sheriff.,bg,bulgarian,2
8f5927d246,they don't allow they don't do that,"yes, it's allowed and they do it often.",en,english,2
9dbc3a463d,such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge.,they wanted to share what they have already researched.,en,english,1
2cda19c703,you will find a number of mary's personal effects on display.,a number of mary's personal effects can be found on display.,en,english,0
16d78dd678,you'll even be able to consult a traditional herbalist to cure your ailments.,you will not be allowed to consult with traditional herbalists.,en,english,2
e4d069e618,what happened to the traditional approach to finding a sacrifice of the army?,there is no evidence of the army using rape in the past.,hi,hindi,2
d5d8d318ed,yeah what do you do,what do you do with the teeth?,en,english,1
98e25172b3,and take it easy now good night,"goodnight for now, i'll see you tomorrow.",en,english,1
c095f5816a,"you can count on me, if necessary, for one million dollars.",i'm good for one million dollars.,en,english,0
2394907a6a,"we have so many more achievements in which we are dismented, i cannot imagine a better partner to help us carry them.",we have a lot to do.,fr,french,0
ac40a66920,see wallis and varjabedian for modern photos of ancient moradas were found in northern new mexico.,there are no well -known old photos of moradas in new mexico.,sw,swahili,2
f3bf0f56a5,"however, the members of the cvr board considered giving the money as a loan, not the grant, their vote funding request - milne and ralph took after leaving the meeting - unanimously",cvr board members could not come on an agreement on the way the money pays and in return the vote was divided into the middle.,hi,hindi,2
e03e4acdb9,"sure, the man yells back, you're in a hot air balloon about 30 feet above this field.","""sure."" the man yells ""youre in a hot air balloon about 30 feet high above the field",en,english,0
3d39c84b92,"part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses, and it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses.","it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses, and part of the reason for the difference in pieces per possible delivery, may be due to the fact that five percent of possible residential deliveries are businesses.",en,english,0
c74aed4040,but i was in a hurry to land.,the person was hurried.,es,spanish,0
3cc1a87566,of course you got to charge it and keep your cash,you have to charge you new credit card.,en,english,1
c2f9405602,see wallis and varjabedian for modern photos of ancient moradas still in northern new mexico.,the ancient moradas can be found in the northern part of new mexico.,el,greek,0
5f4e026cd2,"yes yes, where i work, you have two weeks when you start, and then, each year they give you an additional day until you have four weeks.",the duration of your holidays has increased in city dwellers.,fr,french,1
861b820c23,"the influence of h. kh. richardson lasted less in time; but at least 20 years of the romanesque style of richardson’s reign changed the united states, as aesthetic jaggernaut, by the colorful definition of krama.",richardson was not influential for a long time.,ru,russian,0
657235ac78,and uh really they're about it they've got a guy named herb williams that that i guess sort of was supposed to take the place of uh tarpley but he uh he just doesn't have the offensive skills,"if herb williams had more offensive skills, he would have taken tarpley's place.",en,english,0
a041e0ae8c,yeah it's definitely a way out of the way where where as,"yes. there is a definitely a way out of there, where as there isn't a way out of the other field.",en,english,1
4ecd3d5876,"however, the analyst email reflects that she is confusing a series of legal barriers and barriers to the sharing of information and rules that adjust the use of criminals collected through intelligence channels.",analysts were not clear about many things.,vi,vietnamese,0
3084c9cce9,"next to the church is everything that remains of the counter-akvinkum, excavated area with benches, signs and reliefs.",it was impossible to sit on the square.,ru,russian,2
989185ee67,"many are based on industry-recognized models such as the constructive cost model cocomo, price, putnam, and jensen.",many are said to be based on models such as the constructive cost model.,en,english,0
9fc1751c15,other work currently underway or planned include,we have no plans for the future.,zh,chinese,2
09feca4a79,you should have seen danger.,you really need to be aware of emergencies.,zh,chinese,0
ea87694998,"pdbs was not regularly told of congress leaders, though this could have been in some other intelligence briefing.",it is believed that all the people in congress were informed about the power development board.,ur,urdu,2
f7d1655e97,"she left him and then leaned against the rails with wolverstone, and he watched the ship carrying more than a dozen sailors, commanded by a scarlet-faced stern, approaching.",the ship approaching was equipped with twelve crew members.,zh,chinese,0
ba1006700b,guards would regulate those who entered and departed.,guards had big guns and swords.,en,english,1
0abb9434d5,"he married dona filipa moniz perestrelo, the daughter of porto santo's first governor, and lived on the island for a period, fathering a son there.","he landed on the island but soon left for greener pastures, before later dying alone and childless.",en,english,2
69af373971,visitors can also watch the 28 -minute multimedia movie about barcino barcelona.,parsino- barcelona is the basis of sound and image films that embody virtual history.,ar,arabic,0
e3099d22d4,some civil port authority still on different floors to help people get stuck and help in the evacuation.,some port authority employees sacrifice their lives to help civilians evacuate.,vi,vietnamese,1
67c0be4798,the highest virtue of germany's post-war constitutional order was then the largest victim of the nazi regime.,the nazi mode allowed it.,bg,bulgarian,2
d3c2333627,"the third row of exhibit 17 shows the krewski, et al.",exhibit 17 has 2 rows.,en,english,2
3d00ec6e4a,"the south african priest who invited clinton to do so is quoted in the paper as saying that once clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",the south african priest did not know of a person named clinton.,en,english,2
fe51943a3a,"if i work at it, i might even be able to pick up some endorsements from members of the sonics.",i don't need to put any work to get the endorsements i want.,en,english,2
cabb7803e1,"improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, chevy dealer, and chain retailer as a backdrop for baseball.",local advertisements are beautiful.,en,english,2
d81f93f006,"for a recording of the exchange between john and dave, see cia emails, dave to john, 17th, 18th, 24th, 2001; cia e-mail, richard to alan, identification of khallad, july 13, 2001.",dave was on vacation throughout may and therefore did not send emails.,de,german,2
4f8b9349df,how do you like it well,what are you thoughts on firearms?,en,english,1
97e2230006,"a boat that had approached since the shore without being seen scraped and hitting the large red hull of arabella, and a hoarse voice sent a cry of appeal.",arabella is a red outside boat.,fr,french,0
67af221283,the only reference i have that describes the line of the penguin book of comics has a few weak details.,the memory i have is confusing.,sw,swahili,0
c096732198,the last thing we want is any more attention or any more bounty hunters.,they waived their hands to get more attention.,en,english,2
b8062664d9,"no, don't answer.",please respond.,en,english,2
1946174ff0,"to assist programs with implementing these web sites, the northwest justice project and probononet in new york are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",the northwest justice project and probononet in new york will fire more people.,en,english,2
55124575f2,"we are assured of success?""","""we are going to fail, aren't we?""",en,english,2
c05877f106,"by taking advantage of all, we do not need to rely on the same side for the system to work.",we may have trouble getting an edge in certain things but it should not be such complications in general.,sw,swahili,1
e844ff145b,"but we usually know a skirt and a skirt and a blouse or a suit or dress, we will see it so i really like working at home because you can wear pants",i do not dress up when i work at home.,ru,russian,0
1018ae57e7,it is like a lot of things that make texas devices make even employees do not know that they make the most,texas instruments only make calculator.,ur,urdu,2
41ce3f8a0b,49 rewards insurance enables the butter of the butter to gain the cost/cost only by paying the existing salary.,frauds do unacceptable things and are not holding,sw,swahili,1
